Date,Team,Opponent,Team Score,Opponent Score,Team Result
11/21/12,South Carolina,Elon,53,65,Loss
11/21/12,Colgate,St Francis PA,85,76,Win
11/21/12,St Francis PA,Colgate,76,85,Loss
11/21/12,St John's,Holy Cross,65,53,Win
11/21/12,Holy Cross,St John's,53,65,Loss
11/21/12,Syracuse,Princeton,73,53,Win
11/21/12,Princeton,Syracuse,53,73,Loss
11/21/12,Tulsa,Jackson St,86,66,Win
11/21/12,Jackson St,Tulsa,66,86,Loss
11/21/12,Utah,Idaho St,57,46,Win
11/21/12,Idaho St,Utah,46,57,Loss
11/21/12,Vermont,Yale,65,52,Win
11/21/12,Yale,Vermont,52,65,Loss
11/21/12,Miami OH,William & Mary,72,59,Win
11/21/12,William & Mary,Miami OH,59,72,Loss
11/20/12,Arizona St,Cornell,64,53,Win
11/20/12,Cornell,Arizona St,53,64,Loss
11/20/12,Arkansas,Florida A&M,89,60,Win
11/20/12,Florida A&M,Arkansas,60,89,Loss
11/20/12,Indiana St,Ball St,68,48,Win
11/20/12,Ball St,Indiana St,48,68,Loss
11/20/12,Canisius,Buffalo,71,64,Win
11/20/12,Buffalo,Canisius,64,71,Loss
11/20/12,ETSU,Charleston So,59,57,Win
11/20/12,Charleston So,ETSU,57,59,Loss
11/20/12,Louisiana Tech,Chattanooga,71,63,Win
11/20/12,Chattanooga,Louisiana Tech,63,71,Loss
11/20/12,Cincinnati,Campbell,91,72,Win
11/20/12,Campbell,Cincinnati,72,91,Loss
11/20/12,Creighton,Longwood,105,57,Win
11/20/12,Longwood,Creighton,57,105,Loss
11/20/12,UC Davis,CS Sacramento,87,76,Win
11/20/12,CS Sacramento,UC Davis,76,87,Loss
11/20/12,N Dakota St,Duquesne,57,43,Win
11/20/12,Duquesne,N Dakota St,43,57,Loss
11/20/12,East Carolina,Appalachian St,82,72,Win
11/20/12,Appalachian St,East Carolina,72,82,Loss
11/20/12,S Illinois,Edwardsville,71,55,Win
11/20/12,Edwardsville,S Illinois,55,71,Loss
11/20/12,Florida,Savannah St,58,40,Win
11/20/12,Savannah St,Florida,40,58,Loss
11/20/12,Georgia St,Tennessee St,59,57,Win
11/20/12,Tennessee St,Georgia St,57,59,Loss
11/20/12,La Salle,Hartford,64,51,Win
11/20/12,Hartford,La Salle,51,64,Loss
11/20/12,Hawaii,North Dakota,71,66,Win
11/20/12,North Dakota,Hawaii,66,71,Loss
11/20/12,Pepperdine,Houston Bap,57,53,Win
11/20/12,Houston Bap,Pepperdine,53,57,Loss
11/20/12,Idaho,WI Green Bay,72,62,Win
11/20/12,WI Green Bay,Idaho,62,72,Loss
11/20/12,Illinois St,F Dickinson,91,58,Win
11/20/12,F Dickinson,Illinois St,58,91,Loss
11/20/12,Iowa St,NC A&T,86,57,Win
11/20/12,NC A&T,Iowa St,57,86,Loss
11/20/12,Kent,Bethune-Cookman,69,68,Win
11/20/12,Bethune-Cookman,Kent,68,69,Loss
11/20/12,Lehigh,Penn,73,66,Win
11/20/12,Penn,Lehigh,66,73,Loss
11/20/12,LSU,Northwestern LA,102,95,Win
11/20/12,Northwestern LA,LSU,95,102,Loss
11/20/12,Maryland,Lafayette,83,74,Win
11/20/12,Lafayette,Maryland,74,83,Loss
11/20/12,Central Conn,MD Baltimore Co,83,82,Win
11/20/12,MD Baltimore Co,Central Conn,82,83,Loss
11/20/12,Michigan St,Boise St,74,70,Win
11/20/12,Boise St,Michigan St,70,74,Loss
11/20/12,Mississippi,McNeese St,76,50,Win
11/20/12,McNeese St,Mississippi,50,76,Loss
11/20/12,Marquette,Mississippi St,89,62,Win
11/20/12,Kansas,St Louis,73,59,Win
11/20/12,Wichita St,DePaul,75,62,Win
11/20/12,Gardner Webb,Howard,55,43,Win
11/20/12,Butler,North Carolina,82,71,Win
11/20/12,Indiana,Georgetown,82,72,Win
11/20/12,Iowa,W Kentucky,63,55,Win
11/20/12,USC,Texas,59,53,Win
11/20/12,Southern Miss,UC Irvine,69,65,Win
11/20/12,Lamar,IUPUI,86,82,Win
11/20/12,UCLA,Georgia,60,56,Win
11/20/12,Troy,SE Missouri St,59,56,Win
11/20/12,Utah Valley,E Washington,86,83,Win
11/20/12,Fairfield,Fordham,74,71,Win
11/20/12,Monmouth NJ,South Alabama,73,71,Win
11/20/12,Austin Peay,W Carolina,72,71,Win
11/20/12,James Madison,Youngstown St,69,68,Win
11/20/12,Texas A&M,Washington St,55,54,Win
11/20/12,W Carolina,Austin Peay,71,72,Loss
11/20/12,Youngstown St,James Madison,68,69,Loss
11/20/12,Washington St,Texas A&M,54,55,Loss
11/20/12,South Alabama,Monmouth NJ,71,73,Loss
11/20/12,SE Missouri St,Troy,56,59,Loss
11/20/12,E Washington,Utah Valley,83,86,Loss
11/20/12,Fordham,Fairfield,71,74,Loss
11/20/12,UC Irvine,Southern Miss,65,69,Loss
11/20/12,IUPUI,Lamar,82,86,Loss
11/20/12,Georgia,UCLA,56,60,Loss
11/20/12,Texas,USC,53,59,Loss
11/20/12,W Kentucky,Iowa,55,63,Loss
11/20/12,Georgetown,Indiana,72,82,Loss
11/20/12,North Carolina,Butler,71,82,Loss
11/20/12,Howard,Gardner Webb,43,55,Loss
11/20/12,DePaul,Wichita St,62,75,Loss
11/20/12,St Louis,Kansas,59,73,Loss
11/20/12,Mississippi St,Marquette,62,89,Loss
11/20/12,Northwestern,Delaware St,69,50,Win
11/20/12,Delaware St,Northwestern,50,69,Loss
11/20/12,Ohio,Hampton,75,67,Win
11/20/12,Hampton,Ohio,67,75,Loss
11/20/12,Richmond,Wofford,64,58,Win
11/20/12,Wofford,Richmond,58,64,Loss
11/20/12,Robert Morris,Cleveland St,71,62,Win
11/20/12,Cleveland St,Robert Morris,62,71,Loss
11/20/12,Rutgers,Boston Univ,81,79,Win
11/20/12,Boston Univ,Rutgers,79,81,Loss
11/20/12,Albany NY,S Carolina St,83,55,Win
11/20/12,S Carolina St,Albany NY,55,83,Loss
11/20/12,Sam Houston St,Liberty,64,50,Win
11/20/12,Liberty,Sam Houston St,50,64,Loss
11/20/12,Santa Clara,SC Upstate,85,65,Win
11/20/12,SC Upstate,Santa Clara,65,85,Loss
11/20/12,South Florida,Bradley,82,63,Win
11/20/12,Bradley,South Florida,63,82,Loss
11/20/12,Army,St Francis NY,67,59,Win
11/20/12,St Francis NY,Army,59,67,Loss
11/20/12,St Joseph's PA,Harvard,75,56,Win
11/20/12,Harvard,St Joseph's PA,56,75,Loss
11/20/12,TCU,Navy,47,45,Win
11/20/12,Navy,TCU,45,47,Loss
11/20/12,Evansville,Tennessee Tech,62,50,Win
11/20/12,Tennessee Tech,Evansville,50,62,Loss
11/20/12,Texas Tech,Grambling,91,56,Win
11/20/12,Grambling,Texas Tech,56,91,Loss
11/20/12,Oakland,TX Southern,71,69,Win
11/20/12,TX Southern,Oakland,69,71,Loss
11/20/12,UAB,Prairie View,76,70,Win
11/20/12,Prairie View,UAB,70,76,Loss
11/20/12,Middle Tenn St,UCF,75,61,Win
11/20/12,UCF,Middle Tenn St,61,75,Loss
11/20/12,Columbia,Villanova,75,57,Win
11/20/12,Villanova,Columbia,57,75,Loss
11/20/12,Virginia,North Texas,80,64,Win
11/20/12,North Texas,Virginia,64,80,Loss
11/20/12,Wisconsin,Presbyterian,88,43,Win
11/20/12,Presbyterian,Wisconsin,43,88,Loss
11/19/12,San Francisco,American Univ,67,53,Win
11/19/12,American Univ,San Francisco,53,67,Loss
11/19/12,Arizona,Long Beach St,94,72,Win
11/19/12,Long Beach St,Arizona,72,94,Loss
11/19/12,Ark Little Rock,WI Milwaukee,59,43,Win
11/19/12,WI Milwaukee,Ark Little Rock,43,59,Loss
11/19/12,Fresno St,Cal Poly SLO,76,67,Win
11/19/12,Cal Poly SLO,Fresno St,67,76,Loss
11/19/12,Troy,Chattanooga,68,61,Win
11/19/12,Chattanooga,Troy,61,68,Loss
11/19/12,Duquesne,James Madison,90,88,Win
11/19/12,James Madison,Duquesne,88,90,Loss
11/19/12,Georgia St,Monmouth NJ,62,49,Win
11/19/12,Monmouth NJ,Georgia St,49,62,Loss
11/19/12,Lehigh,Fairfield,82,67,Win
11/19/12,Fairfield,Lehigh,67,82,Loss
11/19/12,Jacksonville,Missouri St,64,58,Win
11/19/12,Missouri St,Jacksonville,58,64,Loss
11/19/12,North Carolina,Mississippi St,95,49,Win
11/19/12,Kansas,Washington St,78,41,Win
11/19/12,Illinois,USC,94,64,Win
11/19/12,St Louis,Texas A&M,70,49,Win
11/19/12,UC Irvine,Liberty,64,46,Win
11/19/12,George Mason,Quinnipiac,74,58,Win
11/19/12,North Texas,IUPUI,80,66,Win
11/19/12,Indiana,Georgia,66,53,Win
11/19/12,Tennessee St,South Alabama,68,57,Win
11/19/12,Georgetown,UCLA,78,70,Win
11/19/12,New Mexico,Connecticut,66,60,Win
11/19/12,IL Chicago,Iona,86,81,Win
11/19/12,Louisiana Tech,SE Missouri St,67,63,Win
11/19/12,N Dakota St,Youngstown St,83,80,Win
11/19/12,Wake Forest,Mercer,74,71,Win
11/19/12,Fordham,Penn,70,68,Win
11/19/12,Butler,Marquette,72,71,Win
11/19/12,Marquette,Butler,71,72,Loss
11/19/12,Penn,Fordham,68,70,Loss
11/19/12,Youngstown St,N Dakota St,80,83,Loss
11/19/12,Mercer,Wake Forest,71,74,Loss
11/19/12,SE Missouri St,Louisiana Tech,63,67,Loss
11/19/12,Iona,IL Chicago,81,86,Loss
11/19/12,Connecticut,New Mexico,60,66,Loss
11/19/12,UCLA,Georgetown,70,78,Loss
11/19/12,South Alabama,Tennessee St,57,68,Loss
11/19/12,Georgia,Indiana,53,66,Loss
11/19/12,IUPUI,North Texas,66,80,Loss
11/19/12,Quinnipiac,George Mason,58,74,Loss
11/19/12,Liberty,UC Irvine,46,64,Loss
11/19/12,Texas A&M,St Louis,49,70,Loss
11/19/12,USC,Illinois,64,94,Loss
11/19/12,Washington St,Kansas,41,78,Loss
11/19/12,Mississippi St,North Carolina,49,95,Loss
11/19/12,Oregon,Jacksonville St,67,45,Win
11/19/12,Jacksonville St,Oregon,45,67,Loss
11/19/12,Oral Roberts,Pacific,69,67,Win
11/19/12,Pacific,Oral Roberts,67,69,Loss
11/19/12,Robert Morris,Bowling Green,71,60,Win
11/19/12,Bowling Green,Robert Morris,60,71,Loss
11/19/12,Southern Miss,Sam Houston St,61,49,Win
11/19/12,Sam Houston St,Southern Miss,49,61,Loss
11/19/12,South Carolina,Rider,88,76,Win
11/19/12,Rider,South Carolina,76,88,Loss
11/19/12,Virginia Tech,UNC Greensboro,96,87,Win
11/19/12,UNC Greensboro,Virginia Tech,87,96,Loss
11/19/12,Virginia,Lamar,63,44,Win
11/19/12,Lamar,Virginia,44,63,Loss
11/18/12,Arizona St,Florida A&M,97,70,Win
11/18/12,Florida A&M,Arizona St,70,97,Loss
11/18/12,Arkansas,Longwood,112,63,Win
11/18/12,Longwood,Arkansas,63,112,Loss
11/18/12,Binghamton,St Peter's,62,54,Win
11/18/12,St Peter's,Binghamton,54,62,Loss
11/18/12,Boise St,ULL,63,57,Win
11/18/12,ULL,Boise St,57,63,Loss
11/18/12,SE Missouri St,Chattanooga,77,65,Win
11/18/12,Chattanooga,SE Missouri St,65,77,Loss
11/18/12,Cincinnati,NC A&T,93,39,Win
11/18/12,NC A&T,Cincinnati,39,93,Loss
11/18/12,Col Charleston,Boston College,71,67,Win
11/18/12,Boston College,Col Charleston,67,71,Loss
11/18/12,Creighton,Presbyterian,87,58,Win
11/18/12,Presbyterian,Creighton,58,87,Loss
11/18/12,Duke,FL Gulf Coast,88,67,Win
11/18/12,FL Gulf Coast,Duke,67,88,Loss
11/18/12,E Kentucky,Radford,83,75,Win
11/18/12,Radford,E Kentucky,75,83,Loss
11/18/12,E Michigan,TX Pan American,57,47,Win
11/18/12,TX Pan American,E Michigan,47,57,Loss
11/18/12,Elon,FL Atlantic,62,59,Win
11/18/12,FL Atlantic,Elon,59,62,Loss
11/18/12,Gonzaga,South Dakota,96,58,Win
11/18/12,South Dakota,Gonzaga,58,96,Loss
11/18/12,Hofstra,Marshall,103,0,Win
11/18/12,Marshall,Hofstra,100,103,Loss
11/18/12,Illinois St,Delaware St,87,48,Win
11/18/12,Delaware St,Illinois St,48,87,Loss
11/18/12,Iowa St,Campbell,88,68,Win
11/18/12,Campbell,Iowa St,68,88,Loss
11/18/12,Kansas St,North Florida,74,55,Win
11/18/12,North Florida,Kansas St,55,74,Loss
11/18/12,Valparaiso,Kent,88,83,Win
11/18/12,Kent,Valparaiso,83,88,Loss
11/18/12,Central Conn,La Salle,81,74,Win
11/18/12,La Salle,Central Conn,74,81,Loss
11/18/12,Louisville,Miami OH,80,39,Win
11/18/12,Miami OH,Louisville,39,80,Loss
11/18/12,Michigan St,TX Southern,69,41,Win
11/18/12,TX Southern,Michigan St,41,69,Loss
11/18/12,Minnesota,Richmond,72,57,Win
11/18/12,Richmond,Minnesota,57,72,Loss
11/18/12,Montana St,Portland,83,64,Win
11/18/12,Portland,Montana St,64,83,Loss
11/18/12,Morehead St,Lafayette,88,74,Win
11/18/12,Lafayette,Morehead St,74,88,Loss
11/18/12,Nebraska,NE Omaha,75,62,Win
11/18/12,NE Omaha,Nebraska,62,75,Loss
11/18/12,Akron,Penn St,85,60,Win
11/18/12,Louisiana Tech,Troy,70,46,Win
11/18/12,Florida,Middle Tenn St,66,45,Win
11/18/12,Oklahoma St,NC State,76,56,Win
11/18/12,Baylor,St John's,97,78,Win
11/18/12,Loyola-Chicago,MD E Shore,62,46,Win
11/18/12,Tennessee,Massachusetts,83,69,Win
11/18/12,W Illinois,Yale,59,47,Win
11/18/12,CS Fullerton,WI Green Bay,93,82,Win
11/18/12,CS Northridge,N Kentucky,69,58,Win
11/18/12,Ohio St,Washington,77,66,Win
11/18/12,Dayton,Auburn,73,63,Win
11/18/12,Colorado,Murray St,81,74,Win
11/18/12,Towson,Kennesaw,69,63,Win
11/18/12,Missouri KC,Norfolk St,63,57,Win
11/18/12,Connecticut,Quinnipiac,89,83,Win
11/18/12,Providence,UNC Asheville,72,67,Win
11/18/12,Seton Hall,Rhode Island,60,55,Win
11/18/12,Colgate,Coppin St,88,84,Win
11/18/12,Loyola MD,Albany NY,67,64,Win
11/18/12,E Illinois,IPFW,68,67,Win
11/18/12,New Mexico,George Mason,70,69,Win
11/18/12,IPFW,E Illinois,67,68,Loss
11/18/12,George Mason,New Mexico,69,70,Loss
11/18/12,Albany NY,Loyola MD,64,67,Loss
11/18/12,Coppin St,Colgate,84,88,Loss
11/18/12,UNC Asheville,Providence,67,72,Loss
11/18/12,Rhode Island,Seton Hall,55,60,Loss
11/18/12,Kennesaw,Towson,63,69,Loss
11/18/12,Norfolk St,Missouri KC,57,63,Loss
11/18/12,Quinnipiac,Connecticut,83,89,Loss
11/18/12,Murray St,Colorado,74,81,Loss
11/18/12,Auburn,Dayton,63,73,Loss
11/18/12,WI Green Bay,CS Fullerton,82,93,Loss
11/18/12,N Kentucky,CS Northridge,58,69,Loss
11/18/12,Washington,Ohio St,66,77,Loss
11/18/12,Yale,W Illinois,47,59,Loss
11/18/12,Massachusetts,Tennessee,69,83,Loss
11/18/12,MD E Shore,Loyola-Chicago,46,62,Loss
11/18/12,St John's,Baylor,78,97,Loss
11/18/12,NC State,Oklahoma St,56,76,Loss
11/18/12,Middle Tenn St,Florida,45,66,Loss
11/18/12,Troy,Louisiana Tech,46,70,Loss
11/18/12,Penn St,Akron,60,85,Loss
11/18/12,Nevada,Southern Utah,79,61,Win
11/18/12,Southern Utah,Nevada,61,79,Loss
11/18/12,Niagara,New Mexico St,86,83,Win
11/18/12,New Mexico St,Niagara,83,86,Loss
11/18/12,Northwestern,F Dickinson,80,53,Win
11/18/12,F Dickinson,Northwestern,53,80,Loss
11/18/12,Ohio,Wofford,73,50,Win
11/18/12,Wofford,Ohio,50,73,Loss
11/18/12,S Carolina St,NJIT,77,74,Win
11/18/12,NJIT,S Carolina St,74,77,Loss
11/18/12,San Diego,Siena,77,60,Win
11/18/12,Siena,San Diego,60,77,Loss
11/18/12,W Michigan,South Florida,58,53,Win
11/18/12,South Florida,W Michigan,53,58,Loss
11/18/12,St Mary's CA,E Washington,85,66,Win
11/18/12,E Washington,St Mary's CA,66,85,Loss
11/18/12,Belmont,Stanford,70,62,Win
11/18/12,Stanford,Belmont,62,70,Loss
11/18/12,Sacred Heart,Stony Brook,64,62,Win
11/18/12,Stony Brook,Sacred Heart,62,64,Loss
11/18/12,Syracuse,Wagner,88,57,Win
11/18/12,Wagner,Syracuse,57,88,Loss
11/18/12,TCU,Prairie View,44,39,Win
11/18/12,Prairie View,TCU,39,44,Loss
11/18/12,Tulane,Chicago St,79,51,Win
11/18/12,Chicago St,Tulane,51,79,Loss
11/18/12,UAB,Navy,82,63,Win
11/18/12,Navy,UAB,63,82,Loss
11/18/12,Northern Arizona,UC Davis,85,82,Win
11/18/12,UC Davis,Northern Arizona,82,85,Loss
11/18/12,UCF,Savannah St,53,50,Win
11/18/12,Savannah St,UCF,50,53,Loss
11/18/12,Wisconsin,Cornell,73,40,Win
11/18/12,Cornell,Wisconsin,40,73,Loss
11/17/12,G Washington,Boston Univ,72,59,Win
11/17/12,Boston Univ,G Washington,59,72,Loss
11/17/12,Bryant,New Hampshire,76,64,Win
11/17/12,New Hampshire,Bryant,64,76,Loss
11/17/12,Canisius,St Bonaventure,72,69,Win
11/17/12,St Bonaventure,Canisius,69,72,Loss
11/17/12,Charlotte,Lamar,70,49,Win
11/17/12,Lamar,Charlotte,49,70,Loss
11/17/12,Cleveland St,Old Dominion,67,55,Win
11/17/12,Old Dominion,Cleveland St,55,67,Loss
11/17/12,Marist,Columbia,67,62,Win
11/17/12,Columbia,Marist,62,67,Loss
11/17/12,Loy Marymount,CS Bakersfield,76,73,Win
11/17/12,CS Bakersfield,Loy Marymount,73,76,Loss
11/17/12,DePaul,Austin Peay,98,67,Win
11/17/12,Austin Peay,DePaul,67,98,Loss
11/17/12,Detroit,Drake,85,79,Win
11/17/12,Drake,Detroit,79,85,Loss
11/17/12,E Kentucky,Towson,71,69,Win
11/17/12,Towson,E Kentucky,69,71,Loss
11/17/12,E Michigan,IPFW,60,47,Win
11/17/12,IPFW,E Michigan,47,60,Loss
11/17/12,Elon,Colgate,81,72,Win
11/17/12,Colgate,Elon,72,81,Loss
11/17/12,Tennessee Tech,ETSU,65,62,Win
11/17/12,ETSU,Tennessee Tech,62,65,Loss
11/17/12,Evansville,W Illinois,49,44,Win
11/17/12,W Illinois,Evansville,44,49,Loss
11/17/12,SF Austin,Florida Intl,69,60,Win
11/17/12,Florida Intl,SF Austin,60,69,Loss
11/17/12,William & Mary,High Point,83,61,Win
11/17/12,High Point,William & Mary,61,83,Loss
11/17/12,Houston,Grambling,87,47,Win
11/17/12,Grambling,Houston,47,87,Loss
11/17/12,Montana,Idaho,66,63,Win
11/17/12,Idaho,Montana,63,66,Loss
11/17/12,Iowa,Gardner Webb,65,56,Win
11/17/12,Gardner Webb,Iowa,56,65,Loss
11/17/12,Bradley,IUPUI,79,72,Win
11/17/12,IUPUI,Bradley,72,79,Loss
11/17/12,Brown,Maine,70,68,Win
11/17/12,Maine,Brown,68,70,Loss
11/17/12,Memphis,Samford,65,54,Win
11/17/12,Samford,Memphis,54,65,Loss
11/17/12,San Diego St,Missouri St,60,44,Win
11/17/12,Missouri St,San Diego St,44,60,Loss
11/17/12,CS Fullerton,Southern Utah,112,69,Win
11/17/12,IL Chicago,Mercer,62,36,Win
11/17/12,Iona,Wake Forest,94,68,Win
11/17/12,W Michigan,MD E Shore,68,51,Win
11/17/12,Loyola MD,Norfolk St,65,49,Win
11/17/12,CS Northridge,Tulsa,92,76,Win
11/17/12,E Illinois,TX Pan American,63,50,Win
11/17/12,Bucknell,New Mexico St,62,49,Win
11/17/12,Ohio St,Rhode Island,69,58,Win
11/17/12,Washington,Seton Hall,84,73,Win
11/17/12,Notre Dame,BYU,78,68,Win
11/17/12,Radford,Kennesaw,67,58,Win
11/17/12,Florida St,St Joseph's PA,73,66,Win
11/17/12,Yale,Buffalo,63,59,Win
11/17/12,Siena,N Kentucky,56,52,Win
11/17/12,Albany NY,Missouri KC,62,59,Win
11/17/12,FL Atlantic,Coppin St,64,61,Win
11/17/12,S Dakota St,Marshall,78,77,Win
11/17/12,Marshall,S Dakota St,77,78,Loss
11/17/12,Missouri KC,Albany NY,59,62,Loss
11/17/12,Coppin St,FL Atlantic,61,64,Loss
11/17/12,Buffalo,Yale,59,63,Loss
11/17/12,N Kentucky,Siena,52,56,Loss
11/17/12,St Joseph's PA,Florida St,66,73,Loss
11/17/12,Kennesaw,Radford,58,67,Loss
11/17/12,BYU,Notre Dame,68,78,Loss
11/17/12,Rhode Island,Ohio St,58,69,Loss
11/17/12,Seton Hall,Washington,73,84,Loss
11/17/12,TX Pan American,E Illinois,50,63,Loss
11/17/12,New Mexico St,Bucknell,49,62,Loss
11/17/12,Norfolk St,Loyola MD,49,65,Loss
11/17/12,Tulsa,CS Northridge,76,92,Loss
11/17/12,MD E Shore,W Michigan,51,68,Loss
11/17/12,Mercer,IL Chicago,36,62,Loss
11/17/12,Wake Forest,Iona,68,94,Loss
11/17/12,Southern Utah,CS Fullerton,69,112,Loss
11/17/12,Nevada,WI Green Bay,71,69,Win
11/17/12,WI Green Bay,Nevada,69,71,Loss
11/17/12,Vermont,Northeastern,66,55,Win
11/17/12,Northeastern,Vermont,55,66,Loss
11/17/12,Northern Iowa,North Dakota,72,47,Win
11/17/12,North Dakota,Northern Iowa,47,72,Loss
11/17/12,Drexel,Penn,61,59,Win
11/17/12,Penn,Drexel,59,61,Loss
11/17/12,Pittsburgh,Oakland,72,62,Win
11/17/12,Oakland,Pittsburgh,62,72,Loss
11/17/12,Rider,Monmouth NJ,65,62,Win
11/17/12,Monmouth NJ,Rider,62,65,Loss
11/17/12,South Florida,Loyola-Chicago,68,50,Win
11/17/12,Loyola-Chicago,South Florida,50,68,Loss
11/17/12,Temple,Rice,77,63,Win
11/17/12,Rice,Temple,63,77,Loss
11/17/12,SMU,Texas St,78,75,Win
11/17/12,Texas St,SMU,75,78,Loss
11/17/12,UNLV,Jacksonville St,77,58,Win
11/17/12,Jacksonville St,UNLV,58,77,Loss
11/17/12,UT San Antonio,SC Upstate,67,59,Win
11/17/12,SC Upstate,UT San Antonio,59,67,Loss
11/17/12,Utah St,TAM C. Christi,77,68,Win
11/17/12,TAM C. Christi,Utah St,68,77,Loss
11/17/12,Virginia,Seattle,83,43,Win
11/17/12,Seattle,Virginia,43,83,Loss
11/17/12,W Kentucky,W Carolina,92,81,Win
11/17/12,W Carolina,W Kentucky,81,92,Loss
11/17/12,WI Milwaukee,Davidson,73,68,Win
11/17/12,Davidson,WI Milwaukee,68,73,Loss
11/17/12,Wichita St,Howard,69,50,Win
11/17/12,Howard,Wichita St,50,69,Loss
11/17/12,VA Commonwealth,Winthrop,90,54,Win
11/17/12,Winthrop,VA Commonwealth,54,90,Loss
11/17/12,Xavier,Robert Morris,61,59,Win
11/17/12,Robert Morris,Xavier,59,61,Loss
11/16/12,Savannah St,Alabama St,59,54,Win
11/16/12,Alabama St,Savannah St,54,59,Loss
11/16/12,Army,Binghamton,85,76,Win
11/16/12,Binghamton,Army,76,85,Loss
11/16/12,Ball St,Wofford,66,61,Win
11/16/12,Wofford,Ball St,61,66,Loss
11/16/12,Campbell,Appalachian St,101,82,Win
11/16/12,Appalachian St,Campbell,82,101,Loss
11/16/12,Auburn,Col Charleston,55,51,Win
11/16/12,Col Charleston,Auburn,51,55,Loss
11/16/12,St Peter's,Cornell,68,64,Win
11/16/12,Cornell,St Peter's,64,68,Loss
11/16/12,California,Denver,72,61,Win
11/16/12,Denver,California,61,72,Loss
11/16/12,E Kentucky,Kennesaw,85,71,Win
11/16/12,Kennesaw,E Kentucky,71,85,Loss
11/16/12,E Michigan,E Illinois,60,52,Win
11/16/12,E Illinois,E Michigan,52,60,Loss
11/16/12,East Carolina,UNC Greensboro,76,73,Win
11/16/12,UNC Greensboro,East Carolina,73,76,Loss
11/16/12,Evansville,Yale,66,56,Win
11/16/12,Yale,Evansville,56,66,Loss
11/16/12,Fresno St,Pacific,66,61,Win
11/16/12,Pacific,Fresno St,61,66,Loss
11/16/12,Clemson,Furman,72,55,Win
11/16/12,Furman,Clemson,55,72,Loss
11/16/12,Hartford,Sacred Heart,62,47,Win
11/16/12,Sacred Heart,Hartford,47,62,Loss
11/16/12,Harvard,Manhattan,79,45,Win
11/16/12,Manhattan,Harvard,45,79,Loss
11/16/12,Illinois,Hawaii,78,77,Win
11/16/12,Hawaii,Illinois,77,78,Loss
11/16/12,Hofstra,S Dakota St,66,63,Win
11/16/12,S Dakota St,Hofstra,63,66,Loss
11/16/12,Kent,Chicago St,92,63,Win
11/16/12,Chicago St,Kent,63,92,Loss
11/16/12,Kentucky,Lafayette,101,49,Win
11/16/12,Lafayette,Kentucky,49,101,Loss
11/16/12,North Carolina,Long Beach St,78,63,Win
11/16/12,Long Beach St,North Carolina,63,78,Loss
11/16/12,Maryland,Long Island,91,74,Win
11/16/12,Long Island,Maryland,74,91,Loss
11/16/12,Miami FL,Jacksonville,73,57,Win
11/16/12,Jacksonville,Miami FL,57,73,Loss
11/16/12,Mississippi,Ark Little Rock,92,52,Win
11/16/12,Ark Little Rock,Mississippi,52,92,Loss
11/16/12,Missouri,Nicholls St,74,54,Win
11/16/12,Nicholls St,Missouri,54,74,Loss
11/16/12,Alabama,Villanova,77,55,Win
11/16/12,Akron,UNC Asheville,82,63,Win
11/16/12,Florida St,BYU,88,70,Win
11/16/12,NC State,Massachusetts,94,76,Win
11/16/12,Oklahoma St,Tennessee,62,45,Win
11/16/12,Dayton,Boston College,87,71,Win
11/16/12,South Dakota,NC Central,81,69,Win
11/16/12,WI Green Bay,Southern Utah,66,54,Win
11/16/12,W Michigan,Loyola-Chicago,81,71,Win
11/16/12,W Illinois,Buffalo,67,58,Win
11/16/12,St Joseph's PA,Notre Dame,79,70,Win
11/16/12,Towson,Radford,75,67,Win
11/16/12,Oregon St,Purdue,66,58,Win
11/16/12,New Mexico,IL Chicago,66,59,Win
11/16/12,Connecticut,Wake Forest,77,71,Win
11/16/12,Quinnipiac,Iona,98,92,Win
11/16/12,Murray St,St John's,72,67,Win
11/16/12,CS Northridge,Siena,68,64,Win
11/16/12,George Mason,Mercer,52,49,Win
11/16/12,IPFW,TX Pan American,97,94,Win
11/16/12,Penn St,Providence,55,52,Win
11/16/12,Colorado,Baylor,60,58,Win
11/16/12,Baylor,Colorado,58,60,Loss
11/16/12,Mercer,George Mason,49,52,Loss
11/16/12,TX Pan American,IPFW,94,97,Loss
11/16/12,Providence,Penn St,52,55,Loss
11/16/12,Siena,CS Northridge,64,68,Loss
11/16/12,St John's,Murray St,67,72,Loss
11/16/12,Wake Forest,Connecticut,71,77,Loss
11/16/12,Iona,Quinnipiac,92,98,Loss
11/16/12,IL Chicago,New Mexico,59,66,Loss
11/16/12,Radford,Towson,67,75,Loss
11/16/12,Purdue,Oregon St,58,66,Loss
11/16/12,Buffalo,W Illinois,58,67,Loss
11/16/12,Notre Dame,St Joseph's PA,70,79,Loss
11/16/12,Loyola-Chicago,W Michigan,71,81,Loss
11/16/12,NC Central,South Dakota,69,81,Loss
11/16/12,Southern Utah,WI Green Bay,54,66,Loss
11/16/12,Boston College,Dayton,71,87,Loss
11/16/12,Tennessee,Oklahoma St,45,62,Loss
11/16/12,BYU,Florida St,70,88,Loss
11/16/12,Massachusetts,NC State,76,94,Loss
11/16/12,UNC Asheville,Akron,63,82,Loss
11/16/12,Villanova,Alabama,55,77,Loss
11/16/12,Nevada,CS Fullerton,80,77,Win
11/16/12,CS Fullerton,Nevada,77,80,Loss
